dataset_rows,dataset_columns,fraud_rate,target_column,imbalance_ratio,dataset_size_category,actual_numeric_count,actual_categorical_count,actual_missing_rate,numeric_mean_std,numeric_mean_skewness,numeric_correlation_strength,numeric_mean_kurtosis,numeric_variance_max,numeric_variance_mean,total_features_engineered,top_feature_importance,avg_feature_importance,feature_importance_entropy,top5_feature_concentration,top10_feature_concentration,feature_importance_std,num_dominant_features,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,gamma,min_child_weight,reg_alpha,reg_lambda,scale_pos_weight,target_cv_score,target_rank,target_score_category,target_test_score,target_precision,target_recall,target_roc_auc,overfitting_score,score_stability,complexity_score,structure_target_distribution,dataset_quality_score,hyperparameter_diversity,model_complexity,dataset_rows_norm,dataset_columns_norm,fraud_rate_norm,imbalance_ratio_norm,actual_numeric_count_norm,actual_categorical_count_norm,actual_missing_rate_norm,numeric_mean_std_norm,numeric_mean_skewness_norm,numeric_correlation_strength_norm,numeric_mean_kurtosis_norm,numeric_variance_max_norm,numeric_variance_mean_norm,total_features_engineered_norm,top_feature_importance_norm,avg_feature_importance_norm,feature_importance_entropy_norm,top5_feature_concentration_norm,top10_feature_concentration_norm,feature_importance_std_norm,num_dominant_features_norm,max_depth_norm,learning_rate_norm,n_estimators_norm,subsample_norm,colsample_bytree_norm,gamma_norm,min_child_weight_norm,reg_alpha_norm,reg_lambda_norm,scale_pos_weight_norm,overfitting_score_norm,score_stability_norm,complexity_score_norm,structure_target_distribution_norm,dataset_quality_score_norm,hyperparameter_diversity_norm,model_complexity_norm
16177,21,0.05,suspicious_flag,18.999999999999996,small,4,17,0.049579502939211165,885657.0529479746,3.458697882575059,0.34854756733816233,25.694978508757824,5883974023735.021,1782871746149.9648,22,0.07614373415708542,0.01291605830192566,0.8384320641183423,0.9449675246014464,1.0,0.0235862371359733,5,5,0.12,450,0.9,0.9,0.3,10,0.2,2.0,18.9494366197,1.0,11,excellent,1.0,0.5,0.5,0.5,0.0,1.0,0.355894,0.05,0.6354682324306566,1.4555555555555555,0.5399999999999999,0.10295,0.42857142857142855,0.35926058224682983,0.5,0.13333333333333333,0.5263157894736842,1.0,2.02404649127596e-06,0.2695485401956536,0.5876402205761482,0.0495535824961789,4.388147587307307e-13,1.180900876110841e-12,0.44,0.1286650217092282,0.3763420807377833,0.28124642490744506,0.9840198966396929,1.0,0.203903440674621,1.0,0.2857142857142857,0.4999999999999999,1.0,0.7142857142857143,1.0,0.4285714285714286,0.6428571428571429,1.0,1.0,0.09317770201609127,0.0,0.5,0.177947,0.35926058224682983,0.30184718346429223,0.38461538461538447,0.4329896907216492
16177,21,0.05,suspicious_flag,18.999999999999996,small,4,17,0.049579502939211165,885657.0529479746,3.458697882575059,0.34854756733816233,25.694978508757824,5883974023735.021,1782871746149.9648,22,0.07614373415708542,0.01291605830192566,0.8384320641183423,0.9449675246014464,1.0,0.0235862371359733,5,5,0.08,450,0.7,0.8,0.3,3,0.1,2.0,18.9494366197,1.0,12,excellent,1.0,0.5,0.5,0.5,0.0,1.0,0.355894,0.05,0.6354682324306566,1.4555555555555557,0.5399999999999999,0.10295,0.42857142857142855,0.35926058224682983,0.5,0.13333333333333333,0.5263157894736842,1.0,2.02404649127596e-06,0.2695485401956536,0.5876402205761482,0.0495535824961789,4.388147587307307e-13,1.180900876110841e-12,0.44,0.1286650217092282,0.3763420807377833,0.28124642490744506,0.9840198966396929,1.0,0.203903440674621,1.0,0.2857142857142857,0.21428571428571425,1.0,0.14285714285714268,0.5000000000000002,0.4285714285714286,0.14285714285714285,0.5,1.0,0.09317770201609127,0.0,0.5,0.177947,0.35926058224682983,0.30184718346429223,0.3846153846153847,0.4329896907216492
16177,21,0.05,suspicious_flag,18.999999999999996,small,4,17,0.049579502939211165,885657.0529479746,3.458697882575059,0.34854756733816233,25.694978508757824,5883974023735.021,1782871746149.9648,22,0.07614373415708542,0.01291605830192566,0.8384320641183423,0.9449675246014464,1.0,0.0235862371359733,5,3,0.08,400,0.7,0.8,0.0,3,0.1,1.0,15.504084507,1.0,13,excellent,1.0,0.5,0.5,0.5,0.0,1.0,0.355894,0.05,0.6354682324306566,1.0666666666666667,0.44,0.10295,0.42857142857142855,0.35926058224682983,0.5,0.13333333333333333,0.5263157894736842,1.0,2.02404649127596e-06,0.2695485401956536,0.5876402205761482,0.0495535824961789,4.388147587307307e-13,1.180900876110841e-12,0.44,0.1286650217092282,0.3763420807377833,0.28124642490744506,0.9840198966396929,1.0,0.203903440674621,1.0,0.0,0.21428571428571425,0.5,0.14285714285714268,0.5000000000000002,0.0,0.14285714285714285,0.5,0.4117647058823529,0.06647104824481122,0.0,0.5,0.177947,0.35926058224682983,0.30184718346429223,0.0,0.12371134020618539
16177,21,0.05,suspicious_flag,18.999999999999996,small,4,17,0.049579502939211165,885657.0529479746,3.458697882575059,0.34854756733816233,25.694978508757824,5883974023735.021,1782871746149.9648,22,0.07614373415708542,0.01291605830192566,0.8384320641183423,0.9449675246014464,1.0,0.0235862371359733,5,3,0.08,450,0.7,0.9,0.3,10,0.2,2.0,15.504084507,1.0,14,excellent,1.0,0.5,0.5,0.5,0.0,1.0,0.355894,0.05,0.6354682324306566,1.2333333333333334,0.47333333333333333,0.10295,0.42857142857142855,0.35926058224682983,0.5,0.13333333333333333,0.5263157894736842,1.0,2.02404649127596e-06,0.2695485401956536,0.5876402205761482,0.0495535824961789,4.388147587307307e-13,1.180900876110841e-12,0.44,0.1286650217092282,0.3763420807377833,0.28124642490744506,0.9840198966396929,1.0,0.203903440674621,1.0,0.0,0.21428571428571425,1.0,0.14285714285714268,1.0,0.4285714285714286,0.6428571428571429,1.0,1.0,0.06647104824481122,0.0,0.5,0.177947,0.35926058224682983,0.30184718346429223,0.1648351648351649,0.22680412371134004
16177,21,0.05,suspicious_flag,18.999999999999996,small,4,17,0.049579502939211165,885657.0529479746,3.458697882575059,0.34854756733816233,25.694978508757824,5883974023735.021,1782871746149.9648,22,0.07614373415708542,0.01291605830192566,0.8384320641183423,0.9449675246014464,1.0,0.0235862371359733,5,3,0.08,400,0.9,0.9,0.3,3,0.2,1.0,18.9494366197,1.0,15,excellent,1.0,0.5,0.5,0.5,0.0,1.0,0.355894,0.05,0.6354682324306566,1.0666666666666667,0.44,0.10295,0.42857142857142855,0.35926058224682983,0.5,0.13333333333333333,0.5263157894736842,1.0,2.02404649127596e-06,0.2695485401956536,0.5876402205761482,0.0495535824961789,4.388147587307307e-13,1.180900876110841e-12,0.44,0.1286650217092282,0.3763420807377833,0.28124642490744506,0.9840198966396929,1.0,0.203903440674621,1.0,0.0,0.21428571428571425,0.5,0.7142857142857143,1.0,0.4285714285714286,0.14285714285714285,1.0,0.4117647058823529,0.09317770201609127,0.0,0.5,0.177947,0.35926058224682983,0.30184718346429223,0.0,0.12371134020618539
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,5,0.17,400,1.0,0.8,0.0,3,0.1,1.0,20.042247191,0.9988826816,16,excellent,0.9988826816,0.5,0.5,0.5,0.0011173183999999559,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.4555555555555557,0.5266666666666667,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.2857142857142857,0.8571428571428571,0.5,1.0,0.5000000000000002,0.0,0.14285714285714285,0.5,0.4117647058823529,0.10164862533847775,0.0028113500012357634,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.3846153846153847,0.39175257731958774
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,5,0.17,450,0.8,0.9,0.0,3,0.2,2.0,16.3982022472,0.9977653631,17,excellent,0.9977653631,0.5,0.5,0.5,0.002234636900000031,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.6222222222222225,0.5599999999999999,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.2857142857142857,0.8571428571428571,1.0,0.42857142857142866,1.0,0.0,0.14285714285714285,1.0,1.0,0.07340180369075248,0.00562270025408766,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.5494505494505496,0.49484536082474206
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,3,0.13,450,1.0,0.9,0.0,3,0.2,2.0,20.042247191,0.9977653631,18,excellent,0.9977653631,0.5,0.5,0.5,0.002234636900000031,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.2666666666666666,0.49333333333333335,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.0,0.5714285714285714,1.0,1.0,1.0,0.0,0.14285714285714285,1.0,1.0,0.10164862533847775,0.00562270025408766,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.1978021978021977,0.2886597938144329
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,3,0.13,400,0.8,0.8,0.0,3,0.1,1.0,16.3982022472,0.9966480447,19,excellent,0.9966480447,0.5,0.5,0.5,0.003351955299999987,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.0999999999999999,0.46,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.0,0.5714285714285714,0.5,0.42857142857142866,0.5000000000000002,0.0,0.14285714285714285,0.5,0.4117647058823529,0.07340180369075248,0.008434050255323422,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.03296703296703284,0.18556701030927825
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,5,0.13,450,1.0,0.8,0.3,3,0.2,1.0,16.3982022472,0.9966480447,20,excellent,0.9966480447,0.5,0.5,0.5,0.003351955299999987,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.488888888888889,0.5599999999999999,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.2857142857142857,0.5714285714285714,1.0,1.0,0.5000000000000002,0.4285714285714286,0.14285714285714285,1.0,0.4117647058823529,0.07340180369075248,0.008434050255323422,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.41758241758241754,0.49484536082474206
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,5,0.13,400,0.8,0.9,0.3,3,0.1,2.0,20.042247191,0.9966480447,21,excellent,0.9966480447,0.5,0.5,0.5,0.003351955299999987,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.3222222222222222,0.5266666666666667,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.2857142857142857,0.5714285714285714,0.5,0.42857142857142866,1.0,0.4285714285714286,0.14285714285714285,0.5,1.0,0.10164862533847775,0.008434050255323422,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.2527472527472527,0.39175257731958774
10692,29,0.05200149644594089,label_suspect,18.999999999999996,small,3,26,0.009104454506753358,610969.3203166827,7.722700915800218,0.5185646774473786,102.02663383076181,904769318707.0186,560729760253.7832,28,0.38862934708595276,0.017315380730386614,0.7746048052958425,0.9603134325112678,0.9934573367302509,0.07184708594823087,1,3,0.17,450,0.8,0.8,0.3,3,0.2,1.0,20.042247191,0.9955307263,22,excellent,0.9955307263,0.5,0.5,0.5,0.004469273700000054,1.0,0.299376,0.05200149644594089,0.6380864581263193,1.4000000000000001,0.49333333333333335,0.011533333333333333,1.0,0.37802796274547185,0.5,0.06666666666666667,1.0,0.18363343654163336,1.368339151009259e-06,0.7320613773642857,1.0,0.20863943505518082,4.6111914226085643e-14,3.6159765178361557e-13,0.56,0.6566922929797546,0.5045274851282662,0.2598359980837204,1.0,0.9934573367302509,0.6211193393347927,0.2,0.0,0.8571428571428571,1.0,0.42857142857142866,0.5000000000000002,0.4285714285714286,0.14285714285714285,1.0,0.4117647058823529,0.10164862533847775,0.011245400256559466,0.5,0.149688,0.37802796274547185,0.30761482086841174,0.3296703296703298,0.2886597938144329
20000,19,0.0611,suspicious_flag,18.999999999999996,medium,8,11,0.015768421052631577,680893.0177130991,1.420618804945101,0.2924483089526078,3.549000308905169,10785964402991.432,1640673253693.2402,25,0.5917982459068298,0.034319994927500375,1.2327211448697206,0.910064044790415,0.9706458382574404,0.11567356125986639,2,7,0.12,450,0.9,0.8,0.3,3,0.1,2.0,13.8239263804,0.992895932,23,excellent,0.992895932,0.5,0.5,0.5,0.007104067999999963,1.0,0.5,0.0611,0.7006958174986901,1.6777777777777778,0.6166666666666667,0.16666666666666666,0.2857142857142857,0.4633416681550277,0.5,0.4,0.21052631578947367,0.3180431452079108,1.5352540736460145e-06,0.04847980989137915,0.45157698671192936,0.003398264524697297,8.254278183875277e-13,1.0855734225835533e-12,0.5,1.0,1.0,0.41350805836247945,0.9476739718307927,0.9706458382574404,1.0,0.4,0.5714285714285714,0.4999999999999999,1.0,0.7142857142857143,0.5000000000000002,0.4285714285714286,0.14285714285714285,0.5,1.0,0.0534472991764048,0.017874959886617487,0.5,0.25,0.4633416681550277,0.4455357356170001,0.6043956043956044,0.6701030927835053
